image_name,response,full_response
AD_7885.jpg,neutral,neutral
AD_7950.jpg,joy,joy
AD_8268.jpg,anger,anger
AD_8397.jpg,surprise,surprise
AD_8432.jpg,surprise,surprise
AD_8595.jpg,neutral,neutral
AD_9681.jpg,neutral,neutral
AG_0011.jpg,neutral,neutral
AG_0086.jpg,joy,joy
AG_0283.jpg,surprise,surprise
AG_0424.jpg,joy,joy
AG_0666.jpg,neutral,neutral
AG_1314.jpg,anger,anger
AG_1460.jpg,neutral,neutral
DC_0014.jpg,surprise,surprise
DC_0139.jpg,joy,joy
DC_0272.jpg,surprise,surprise
DC_0616.jpg,disgust,disgust
DC_0952.jpg,surprise,surprise
DC_1317.jpg,surprise,surprise
DC_1399.jpg,surprise,surprise
HW_0006.jpg,neutral,neutral
HW_0068.jpg,joy,joy
HW_0452.jpg,anger,anger
HW_1612.jpg,anger,anger
HW_2057.jpg,surprise,surprise
HW_2219.jpg,neutral,neutral
HW_2478.jpg,neutral,neutral
JG_0024.jpg,joy,joy
JG_0134.jpg,disgust,disgust
JG_1226.jpg,neutral,neutral
JG_1329.jpg,surprise,surprise
JG_1465.jpg,surprise,surprise
JG_1632.jpg,neutral,neutral
JG_2291.jpg,surprise,surprise
JS_0008.jpg,neutral,neutral
JS_0281.jpg,joy,joy
JS_0449.jpg,surprise,surprise
JS_0744.jpg,anger,anger
JS_1601.jpg,neutral,neutral
JS_2296.jpg,neutral,neutral
JS_2987.jpg,neutral,neutral
KA_0003.jpg,neutral,neutral
KA_0043.jpg,joy,joy
KA_0535.jpg,disgust,disgust
KA_0884.jpg,surprise,surprise
KA_1134.jpg,joy,joy
KA_1616.jpg,neutral,neutral
KA_2396.jpg,surprise,surprise
KL_0024.jpg,neutral,neutral
KL_0092.jpg,joy,joy
KL_0324.jpg,surprise,surprise
KL_0697.jpg,disgust,disgust
KL_0900.jpg,neutral,neutral
KL_1182.jpg,surprise,surprise
KL_1438.jpg,surprise,surprise
KM_0017.jpg,neutral,neutral
KM_0137.jpg,joy,joy
KM_0620.jpg,neutral,neutral
KM_1295.jpg,neutral,neutral
KM_1583.jpg,anger,anger
KM_1797.jpg,surprise,surprise
KM_1980.jpg,surprise,surprise
KO_0031.jpg,neutral,neutral
KO_0251.jpg,neutral,neutral
KO_0277.jpg,joy,joy
KO_0484.jpg,joy,joy
KO_0624.jpg,surprise,surprise
KO_0665.jpg,neutral,neutral
KO_1082.jpg,surprise,surprise
KP_0051.jpg,joy,joy
KP_0082.jpg,neutral,neutral
KP_0225.jpg,surprise,surprise
KP_0351.jpg,disgust,disgust
KP_0760.jpg,neutral,neutral
KP_0991.jpg,neutral,neutral
KP_1148.jpg,joy,joy
KS_0252.jpg,surprise,surprise
KS_0624.jpg,surprise,surprise
KS_0993.jpg,disgust,disgust
KS_2052.jpg,neutral,neutral
KS_2161.jpg,neutral,neutral
KS_3640.jpg,neutral,neutral
KS_4222.jpg,neutral,neutral
MB_0026.jpg,neutral,neutral
MB_0048.jpg,joy,joy
MB_0400.jpg,surprise,surprise
MB_1031.jpg,neutral,neutral
MB_1210.jpg,surprise,surprise
MB_2133.jpg,anger,anger
MB_2362.jpg,surprise,surprise
MG_0330.jpg,joy,joy
MG_0345.jpg,surprise,surprise
MG_0754.jpg,neutral,neutral
MG_0850.jpg,surprise,surprise
MG_0928.jpg,joy,joy
MG_1069.jpg,surprise,surprise
MG_1280.jpg,surprise,surprise
MG_1317.JPG,surprise,surprise
MJ_0066.jpg,joy,joy
MJ_0152.jpg,neutral,neutral
MJ_0271.jpg,surprise,surprise
MJ_0332.jpg,surprise,surprise
MJ_0346.jpg,neutral,neutral
MJ_0370.jpg,disgust,disgust
MJ_0484.jpg,neutral,neutral
MK1_0007.jpg,neutral,neutral
MK1_0087.jpg,joy,joy
MK1_0411.jpg,sadness,sadness
MK1_0461.jpg,neutral,neutral
MK1_0746.jpg,surprise,surprise
MK1_1427.jpg,surprise,surprise
MK1_1982.jpg,neutral,neutral
MK_0001.jpg,neutral,neutral
MK_0040.jpg,joy,joy
MK_0173.jpg,neutral,neutral
MK_0255.jpg,surprise,surprise
MK_0306.jpg,neutral,neutral
MK_0364.jpg,surprise,surprise
MK_0496.jpg,neutral,neutral
MR1_0006.jpg,surprise,surprise
MR1_0132.jpg,joy,joy
MR1_0821.jpg,neutral,neutral
MR1_1199.jpg,anger,anger
MR1_1418.jpg,surprise,surprise
MR1_1519.jpg,surprise,surprise
MR1_1802.jpg,surprise,surprise
MR2_0014.jpg,neutral,neutral
MR2_0063.jpg,disgust,disgust
MR2_0580.jpg,surprise,surprise
MR2_0896.jpg,neutral,neutral
MR2_1290.jpg,disgust,disgust
MR2_1829.jpg,surprise,surprise
MR2_2086.jpg,neutral,neutral
MR_0013.jpg,neutral,neutral
MR_0055.jpg,joy,joy
MR_0619.jpg,surprise,surprise
MR_0959.jpg,surprise,surprise
MR_1669.jpg,disgust,disgust
MR_2450.jpg,neutral,neutral
MR_2767.jpg,neutral,neutral
MS_0004.jpg,neutral,neutral
MS_0104.jpg,neutral,neutral
MS_0226.jpg,surprise,surprise
MS_0291.jpg,joy,joy
MS_0431.jpg,surprise,surprise
MS_0627.jpg,neutral,neutral
MS_0695.jpg,neutral,neutral
OG_6108.jpg,neutral,neutral
OG_6189.jpg,joy,joy
OG_6390.jpg,joy,joy
OG_6484.jpg,neutral,neutral
OG_6566.jpg,neutral,neutral
OG_7620.jpg,joy,joy
OG_7702.jpg,surprise,surprise
PA_0006.jpg,neutral,neutral
PA_0112.jpg,joy,joy
PA_0394.jpg,joy,joy
PA_0840.jpg,surprise,surprise
PA_0967.jpg,anger,anger
PA_1348.jpg,neutral,neutral
PA_1701.jpg,disgust,disgust
PB_0001.jpg,neutral,neutral
PB_0144.jpg,neutral,neutral
PB_0269.jpg,neutral,neutral
PB_0314.jpg,surprise,surprise
PB_0442.jpg,joy,joy
PB_0499.jpg,joy,joy
PB_1383.jpg,surprise,surprise
PO_0015.jpg,surprise,surprise
PO_0124.jpg,joy,joy
PO_0553.jpg,surprise,surprise
PO_0673.jpg,sadness,sadness
PO_0843.jpg,neutral,neutral
PO_0951.jpg,disgust,disgust
PO_1030.jpg,surprise,surprise
PS_0100.jpg,surprise,surprise
PS_0157.jpg,surprise,surprise
PS_0216.jpg,neutral,neutral
PS_0236.jpg,joy,joy
PS_0282.jpg,surprise,surprise
PS_0719.jpg,neutral,neutral
PS_0746.jpg,neutral,neutral
RA_0057.jpg,neutral,neutral
RA_0317.jpg,joy,joy
RA_1215.jpg,surprise,surprise
RA_1786.jpg,neutral,neutral
RA_2267.jpg,neutral,neutral
RA_2800.jpg,surprise,surprise
RA_3483.jpg,surprise,surprise
RB_0006.jpg,neutral,neutral
RB_0167.jpg,disgust,disgust
RB_0255.jpg,surprise,surprise
RB_0329.jpg,joy,joy
RB_0392.jpg,surprise,surprise
RB_0458.jpg,surprise,surprise
RB_0586.jpg,neutral,neutral
SO_0028.jpg,joy,joy
SO_0053.jpg,neutral,neutral
SO_0071.jpg,neutral,neutral
SO_0223.jpg,surprise,surprise
SO_0893.jpg,neutral,neutral
SO_1515.jpg,surprise,surprise
SO_2188.jpg,neutral,neutral
SS_0018.jpg,joy,joy
SS_0032.jpg,surprise,surprise
SS_0084.jpg,neutral,neutral
SS_0151.jpg,neutral,neutral
SS_0302.jpg,neutral,neutral
SS_0539.jpg,neutral,neutral
SS_1188.jpg,surprise,surprise
